timestamp,device_id,device_type,device_model,location,event_category,event_type,source_ip,destination_ip,source_mac,destination_mac,protocol,source_port,destination_port,vlan_id,bytes_sent,bytes_received,packets_sent,packets_received,session_duration_seconds,success,error_code,anomaly_score,tags,latency_ms,jitter_ms,packet_loss,throughput_mbps,cpu_utilization,memory_utilization,tcp_retransmissions,wireless_signal_strength,client_count
2026-01-20T14:56:51.487134,SW0042,switch,QFX-5100,Floor1,network,ospf_hello,172.16.117.43,172.16.3.64,8a:18:4b:4a:67:8b,9d:29:c8:ea:be:fb,HTTP,39258,53,10,97374,38281,95,718,2944,True,,0.15340768565738283,['normal'],39,2,0.008115563970720913,805,53,49,2,-52,10
2026-01-20T14:58:29.487134,RO0010,router,MX-10003,DataCenter,dhcp,dhcp_offer,172.16.138.144,172.16.8.217,27:f4:bc:b4:c8:44,de:ef:9f:0b:21:db,HTTPS,43955,80,50,62557,16543,990,199,40,True,,0.8361683153615956,['normal'],92,1,0.007879008067002513,147,54,23,2,-56,14
2026-01-20T14:58:43.487134,SW0021,switch,EX-2300,Branch2,authentication,auth_failure,172.16.248.107,192.168.153.144,71:e2:f8:0d:82:aa,d3:ee:e4:d2:26:a7,HTTP,21535,68,50,17054,70111,438,375,16,True,,0.57539584455476,['normal'],13,4,0.01712387295151202,601,53,67,1,-51,27
2026-01-20T15:03:54.487134,SW0036,switch,EX-2300,Floor1,association,assoc,203.0.113.81,203.0.113.102,4b:eb:0d:fb:65:e7,f4:65:cd:60:6e:58,HTTPS,30022,68,50,41850,70441,695,3,1825,False,,0.6645492087692677,['normal'],19,11,0.009784347174237535,663,50,21,0,-55,12
2026-01-20T15:13:07.487134,AC0043,access_point,AP-63,Floor2,association,assoc,192.168.86.125,172.16.212.214,f6:1b:e3:d3:95:a0,62:d6:21:cf:6c:42,HTTPS,14576,80,200,25694,35888,223,938,1244,True,,0.9170551198093245,['normal'],74,16,0.03698361948242558,663,46,60,5,-43,8
2026-01-20T15:10:11.487134,RO0019,router,MX-204,Floor1,security,firewall_allow,172.16.177.128,172.16.131.185,a1:9e:80:fc:8d:4c,b3:01:e8:f2:80:36,HTTP,36907,67,200,38929,79533,53,26,2057,True,,0.23039039793541005,['normal'],17,6,0.036202346580605456,340,59,20,2,-59,6
2026-01-20T15:07:57.487134,AC0026,access_point,AP-63,Branch2,security,firewall_deny,203.0.113.181,203.0.113.110,c0:c4:71:22:68:98,d6:72:d1:f3:97:5f,ICMP,50071,80,200,89978,14741,690,903,2410,True,,0.9106649074888198,"['anomaly', 'investigate']",1872,187,0.29965060518179804,46,97,98,25,-90,61
2026-01-20T15:14:42.487134,AC0003,access_point,AP-33,Floor1,authentication,auth_failure,172.16.199.13,10.0.114.190,0a:9d:b6:78:5c:dd,2a:95:b7:14:82:51,ICMP,54885,22,200,66980,52454,175,172,206,True,,0.1685325416207486,['normal'],37,17,0.012187844815408262,204,13,38,0,-59,21
2026-01-20T15:07:31.487134,RO0010,router,MX-10003,DataCenter,authentication,auth_failure,10.0.214.132,172.16.193.53,40:4d:bb:fb:8d:8a,a2:f0:a9:03:bc:9b,TCP,48170,161,200,86929,96167,785,434,1859,True,,0.8925794486842238,['normal'],81,18,0.024892324648321525,341,60,36,0,-41,17
2026-01-20T15:20:06.487134,FI0041,firewall,SRX-3400,Branch2,dhcp,dhcp_request,172.16.164.161,10.0.37.219,52:9c:47:03:ab:1d,e0:53:d1:c0:15:5e,HTTP,12576,68,10,73136,56012,729,929,2631,True,,0.49009690419007956,['normal'],51,5,0.02185304713480822,485,34,65,2,-45,12
2026-01-20T15:38:01.487134,FI0006,firewall,SRX-1500,Branch2,dhcp,dhcp_ack,10.0.242.74,10.0.48.176,5d:90:d8:97:61:a1,90:1e:5c:30:93:b6,ICMP,49372,22,100,11860,82569,177,79,1944,True,,0.007575300552965847,['normal'],17,6,0.028882255606075387,467,28,61,4,-56,12
2026-01-20T15:39:45.487134,RO0025,router,MX-10003,Floor2,authentication,auth_failure,10.0.240.189,10.0.23.79,e6:81:06:11:9a:89,5f:43:4d:f7:18:2c,HTTPS,23071,161,100,74229,47770,910,134,2464,True,,0.7900506136289547,['normal'],40,12,0.026065924711864353,746,29,41,2,-54,28
2026-01-20T15:53:27.487134,SW0011,switch,QFX-5100,DataCenter,security,ips_alert,203.0.113.243,192.168.73.181,fd:e0:4a:10:30:ae,61:09:25:14:66:c0,HTTPS,62901,67,50,21748,31709,72,408,2720,True,,0.05953351947061569,['normal'],79,5,0.02183393862213256,305,21,27,0,-44,5
2026-01-20T15:56:52.487134,FI0006,firewall,SRX-1500,Branch2,association,disassoc,203.0.113.135,192.168.201.3,a8:29:98:1b:52:2b,a0:d7:71:75:fd:ba,DHCP,41161,53,10,64327,3256,3,708,801,True,,0.21551405860887507,['normal'],35,15,0.03686980994693925,150,18,52,5,-41,28
2026-01-20T15:11:19.487134,AC0015,access_point,AP-45,Floor2,association,roam,192.168.159.52,203.0.113.204,22:10:af:f4:4e:0a,2f:8c:2f:04:98:06,HTTPS,22851,22,200,11630,82863,388,304,2153,True,,0.9967847029996367,['normal'],36,4,0.04871390340791351,718,36,32,5,-41,28
2026-01-20T14:58:21.487134,SW0042,switch,QFX-5100,Floor1,association,disassoc,10.0.84.131,192.168.178.173,74:84:74:c1:34:67,85:95:d7:1b:af:88,ICMP,23613,22,200,96740,96259,457,541,2156,True,,0.6472455975540268,['normal'],27,1,0.020873714929851614,571,13,32,0,-49,22
2026-01-20T15:58:11.487134,SW0002,switch,EX-2300,Branch1,association,roam,203.0.113.87,10.0.231.223,46:f8:cf:92:7e:36,fc:a9:15:b0:5d:c3,HTTP,10649,443,100,82346,49637,88,532,653,True,,0.26587804083338906,['normal'],63,7,0.04076168912561524,629,59,37,5,-46,27
2026-01-20T15:25:11.487134,RO0010,router,MX-10003,DataCenter,authentication,auth_failure,172.16.39.210,10.0.206.126,9e:40:59:6b:e8:71,e7:b2:3c:07:a4:68,HTTP,18333,80,10,11251,29718,373,9,1842,True,,0.11547413726942113,['normal'],47,8,0.023491135980944947,675,49,54,2,-50,27
2026-01-20T15:54:45.487134,RO0009,router,MX-10003,Floor2,network,bgp_update,10.0.238.102,172.16.145.3,7d:fa:4f:fc:7b:50,5a:51:fa:92:29:45,DNS,25653,67,10,84120,48349,461,322,610,True,,0.2143904912569644,['normal'],15,19,0.03666562842174646,843,24,39,2,-60,26
2026-01-20T15:39:36.487134,SW0028,switch,QFX-5100,Floor1,dns,dns_query,172.16.201.194,203.0.113.164,f0:b5:29:c7:1e:1d,47:ae:10:79:ca:5c,DNS,6274,161,10,71558,71232,209,432,3414,True,,0.6887032703758516,['normal'],34,2,0.011259205883837659,804,45,28,5,-42,30
2026-01-20T16:19:51.487134,RO0020,router,MX-204,Floor1,association,roam,203.0.113.160,10.0.222.36,a0:0c:b4:c9:35:63,4d:8a:91:3a:ce:bd,DHCP,55162,53,100,51725,31776,945,562,3125,True,,0.5754665181628266,['normal'],77,15,0.04979142999408125,635,41,60,3,-41,9
2026-01-20T16:04:03.487134,FI0035,firewall,SRX-1500,Floor1,security,firewall_allow,10.0.138.165,203.0.113.3,f2:03:c9:47:1b:6d,df:38:25:a1:26:19,HTTP,43717,161,50,19945,42864,147,581,3242,True,,0.31992087498854493,['normal'],56,4,0.03034645684376724,879,15,56,2,-51,26
2026-01-20T16:00:39.487134,RO0020,router,MX-204,Floor1,dhcp,dhcp_ack,172.16.245.252,203.0.113.177,79:4d:ac:29:cd:07,97:a0:41:6f:97:14,DHCP,20513,80,100,43414,1276,768,778,470,True,,0.664171164059789,['normal'],92,15,0.048327558798710785,195,50,24,3,-59,11
2026-01-20T16:40:21.487134,RO0032,router,MX-10003,Branch1,security,firewall_allow,10.0.192.204,172.16.172.33,9c:43:46:8d:23:47,ae:de:50:6c:a5:7a,HTTPS,22430,161,100,12517,50288,868,704,1155,True,,0.5510645545949014,['normal'],2,13,0.026849347120985523,178,40,70,0,-42,7
2026-01-20T15:31:15.487134,FI0035,firewall,SRX-1500,Floor1,authentication,auth_failure,172.16.157.235,203.0.113.227,ae:be:73:28:a9:5f,ad:ad:83:33:af:71,HTTPS,29171,53,50,84175,52709,645,328,766,True,,0.039427044046700166,['normal'],47,5,0.030483259761457555,616,35,21,5,-44,12
2026-01-20T16:51:01.487134,FI0049,firewall,SRX-3400,Branch2,authentication,auth_failure,10.0.37.208,172.16.95.76,db:ae:08:d1:4d:3d,3e:6d:e7:04:ef:3b,TCP,24577,22,200,8236,16650,480,974,2977,True,,0.0572883259541459,['normal'],62,11,0.024540488211305434,378,54,23,0,-58,25
2026-01-20T16:25:15.487134,SW0002,switch,EX-2300,Branch1,dns,dns_query,172.16.125.190,192.168.230.237,3c:f8:62:40:14:46,d8:01:8c:f9:96:d9,UDP,26137,22,100,10269,36325,478,50,1227,True,,0.6243294051888819,['normal'],29,5,0.02131528637505109,799,53,63,0,-40,21
2026-01-20T15:55:48.487134,SW0039,switch,EX-4300,DataCenter,security,ips_alert,192.168.218.122,10.0.90.51,07:8c:d7:53:8b:45,77:0e:69:7a:e3:42,HTTP,51888,161,10,91889,44826,598,32,2350,True,,0.7283406029960479,['normal'],34,10,0.025573809498981793,422,14,34,5,-57,5
2026-01-20T15:20:39.487134,AC0026,access_point,AP-63,Branch2,security,ips_alert,192.168.86.153,192.168.161.93,9d:4c:4d:a7:02:5d,e9:ab:b3:76:d2:81,HTTP,62795,80,50,72271,67618,579,392,2852,True,,0.09349225315216225,['normal'],3,10,0.02551294324285125,856,23,42,1,-41,7
2026-01-20T15:43:44.487134,SW0001,switch,EX-2300,DataCenter,dns,dns_response,172.16.110.221,172.16.219.201,2a:c0:d7:29:fe:b1,57:0e:3d:8c:49:47,HTTPS,25209,53,200,20470,77394,467,505,1808,False,,0.8811186010192825,['normal'],84,17,0.037130746317976415,555,33,26,1,-45,7
2026-01-20T17:14:21.487134,AC0029,access_point,AP-63,Floor1,network,interface_up,172.16.145.85,10.0.99.161,f8:71:44:9d:ce:f8,3b:b3:13:a7:0b:2d,DHCP,40237,80,10,52129,71857,248,615,1275,True,,0.5847967902177834,['normal'],58,6,0.03126421709781074,460,15,26,1,-47,12
2026-01-20T14:58:55.487134,FI0006,firewall,SRX-1500,Branch2,association,assoc,203.0.113.50,203.0.113.16,f7:88:34:72:8b:c3,a9:bb:ac:15:59:84,ICMP,64387,68,10,41497,64851,306,706,2637,True,,0.04987378710238821,['normal'],12,3,0.007385761480629621,563,55,66,3,-52,29
2026-01-20T15:13:55.487134,FI0048,firewall,SRX-3400,Floor2,network,bgp_update,203.0.113.35,203.0.113.225,34:41:4e:1f:0d:b5,c7:98:ce:32:0a:77,DNS,30958,22,10,37545,73197,266,263,305,True,,0.16640770097926894,['normal'],69,20,0.007049468890105954,514,24,57,3,-55,22
2026-01-20T15:14:27.487134,SW0039,switch,EX-4300,DataCenter,authentication,auth_success,192.168.80.123,172.16.141.15,7e:5a:e7:48:38:d2,83:24:15:b3:ee:00,DHCP,56296,67,50,43979,33286,45,488,2038,True,,0.9191606950328269,['normal'],17,10,0.0024054054108683834,578,22,70,5,-43,8
2026-01-20T15:09:53.487134,AC0024,access_point,AP-63,Floor1,network,interface_down,192.168.40.3,192.168.45.33,24:c1:81:ab:cd:ea,05:3a:e1:ec:2f:e3,DNS,58472,53,10,16127,10891,405,471,2111,False,,0.5807889946087985,['normal'],10,20,0.02166118480731051,457,20,38,4,-45,30
2026-01-20T16:48:16.487134,FI0008,firewall,SRX-1500,Branch1,dhcp,dhcp_request,192.168.121.127,172.16.3.254,62:0b:3f:09:b3:44,a9:1e:01:35:98:60,DNS,3747,161,50,45158,67527,746,275,799,True,,0.12864965746123203,['normal'],15,13,0.020155164818845075,493,49,56,1,-41,25
2026-01-20T16:32:51.487134,AC0024,access_point,AP-63,Floor1,dns,dns_query,10.0.228.147,192.168.112.28,ee:14:9b:27:33:ee,f9:43:bf:14:45:97,DHCP,10071,80,50,73408,20375,143,852,3264,True,,0.4477390712894289,['normal'],31,19,0.03683253217922479,806,16,46,5,-55,27
2026-01-20T16:16:24.487134,AC0024,access_point,AP-63,Floor1,dhcp,dhcp_ack,172.16.202.185,172.16.44.126,6d:c5:ca:3a:45:e2,41:13:61:c9:58:a6,TCP,65265,68,100,17810,3999,291,960,2156,True,,0.7130182577744255,['normal'],32,7,0.03366879067059272,265,57,26,5,-40,11
2026-01-20T16:53:23.487134,RO0019,router,MX-204,Floor1,security,ips_alert,10.0.215.4,192.168.167.193,8e:16:7d:05:b3:06,8f:d9:d7:54:eb:4e,ICMP,13549,67,100,78505,30116,766,806,2775,True,,0.6932481019387162,['normal'],94,8,0.003511910326076662,680,11,51,4,-57,12
2026-01-20T15:26:06.487134,FI0035,firewall,SRX-1500,Floor1,authentication,reauth,203.0.113.135,203.0.113.202,2e:6a:c6:0a:cb:f3,1e:44:91:b1:c0:f8,DHCP,32651,67,50,82771,38437,684,479,257,True,,0.21882512595972037,['normal'],12,14,0.03408545887860256,748,29,64,2,-41,25
2026-01-20T15:43:31.487134,RO0010,router,MX-10003,DataCenter,dns,dns_failure,10.0.71.47,172.16.4.186,bc:cb:d3:9d:8a:d3,78:3b:c2:46:e2:e7,HTTP,24047,443,50,83375,99790,838,100,1343,True,,0.4696045651030818,['normal'],99,18,0.032648233895335735,613,56,20,1,-51,23
2026-01-20T16:46:11.487134,AC0022,access_point,AP-33,Branch2,association,assoc,172.16.5.131,192.168.166.51,98:cb:d3:94:c8:5a,04:b9:6e:c6:13:b7,ICMP,48881,22,10,38860,54526,584,619,2811,True,,0.599715002692799,['normal'],35,11,0.0030390084091686423,832,17,34,0,-41,10
2026-01-20T16:37:39.487134,AC0026,access_point,AP-63,Branch2,network,interface_down,192.168.53.168,192.168.233.211,f6:b6:17:e6:c2:a6,3d:fc:61:e3:8e:8a,DHCP,54120,67,100,48314,76028,54,599,1725,True,,0.5352319087533901,['normal'],77,15,0.049432852249899184,796,45,23,2,-44,22
2026-01-20T15:47:44.487134,RO0019,router,MX-204,Floor1,dhcp,dhcp_offer,192.168.209.205,172.16.169.171,1b:ad:9e:59:4a:e5,97:80:a2:19:2e:68,UDP,11479,443,10,17364,17870,782,457,1584,True,,0.2653592226015853,['normal'],99,19,0.007556745071713439,817,52,48,5,-58,9
2026-01-20T18:00:55.487134,RO0037,router,MX-204,DataCenter,network,interface_up,10.0.229.92,203.0.113.49,b3:83:51:76:b1:b0,d7:e1:fe:a4:53:92,DNS,7048,22,100,10364,44745,445,671,1026,True,,0.9967440676712271,"['anomaly', 'investigate']",903,119,0.3758125967333651,39,97,88,93,-76,81
2026-01-20T16:51:36.487134,SW0038,switch,EX-2300,Branch2,association,roam,172.16.98.168,203.0.113.121,34:cf:0a:ad:76:6c,64:28:0f:0c:b2:99,DNS,45479,68,10,66463,39934,579,728,984,True,,0.10970623994710749,['normal'],55,11,0.02539803226776585,839,49,47,2,-40,14
2026-01-20T18:24:37.487134,RO0025,router,MX-10003,Floor2,association,disassoc,172.16.72.159,172.16.132.14,db:71:06:cf:67:9d,53:5d:bd:6d:b9:16,TCP,49367,161,50,41788,32414,803,285,1207,True,,0.6813729152706051,['normal'],97,20,0.03854000629493649,911,11,35,3,-49,26
2026-01-20T16:01:52.487134,SW0036,switch,EX-2300,Floor1,dns,dns_failure,10.0.164.242,172.16.147.198,24:13:d2:a6:6f:14,05:a7:ee:df:36:84,HTTP,52156,161,10,26452,337,662,433,905,True,,0.8683369692199123,['normal'],58,10,0.02867785291073784,368,22,22,4,-59,28
2026-01-20T17:42:27.487134,FI0006,firewall,SRX-1500,Branch2,dhcp,dhcp_request,10.0.159.31,192.168.101.123,4d:ce:e3:10:2e:c0,9a:ef:96:15:36:d5,HTTPS,36608,68,50,62737,60628,663,407,1896,True,,0.3074715776918415,['normal'],76,8,0.006154571089260297,531,40,62,0,-60,19
